term_str,n,p,i,n_chars,max_pos_group,max_pos,stop,porter_stem,df,idf,dfidf
bittersweet,6,6.420545746388443e-05,13.926944542798728,11,JJ,JJ,0,bittersweet,2.0,2.4594316186372973,4.918863237274595
mistakes,6,6.420545746388443e-05,13.926944542798728,8,NN,NNS,0,mistak,4.0,1.4594316186372973,5.837726474549189
daddy,6,6.420545746388443e-05,13.926944542798728,5,NN,NN,0,daddi,4.0,1.4594316186372973,5.837726474549189
dies,6,6.420545746388443e-05,13.926944542798728,4,VB,VBZ,0,die,2.0,2.4594316186372973,4.918863237274595
tossing,6,6.420545746388443e-05,13.926944542798728,7,VB,VBG,0,toss,3.0,1.874469117916141,5.623407353748423
stole,6,6.420545746388443e-05,13.926944542798728,5,VB,VBP,0,stole,2.0,2.4594316186372973,4.918863237274595
dad,6,6.420545746388443e-05,13.926944542798728,3,NN,NN,0,dad,4.0,1.4594316186372973,5.837726474549189
agrees,6,6.420545746388443e-05,13.926944542798728,6,NN,NNS,0,agre,1.0,3.4594316186372973,3.4594316186372973
rush,6,6.420545746388443e-05,13.926944542798728,4,NN,NN,0,rush,1.0,3.4594316186372973,3.4594316186372973
passes,6,6.420545746388443e-05,13.926944542798728,6,VB,VBZ,0,pass,1.0,3.4594316186372973,3.4594316186372973
heels,6,6.420545746388443e-05,13.926944542798728,5,NN,NNS,0,heel,2.0,2.4594316186372973,4.918863237274595
lives,6,6.420545746388443e-05,13.926944542798728,5,NN,NNS,0,live,3.0,1.874469117916141,5.623407353748423
abel,5,5.350454788657036e-05,14.18997894863252,4,NN,NNP,0,abel,1.0,3.4594316186372973,3.4594316186372973
underneath,5,5.350454788657036e-05,14.18997894863252,10,NN,NN,0,underneath,1.0,3.4594316186372973,3.4594316186372973
bottle,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,bottl,2.0,2.4594316186372973,4.918863237274595
bringing,5,5.350454788657036e-05,14.18997894863252,8,VB,VBG,0,bring,2.0,2.4594316186372973,4.918863237274595
infinite,5,5.350454788657036e-05,14.18997894863252,8,NN,NN,0,infinit,1.0,3.4594316186372973,3.4594316186372973
card,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,card,3.0,1.874469117916141,5.623407353748423
matters,5,5.350454788657036e-05,14.18997894863252,7,NN,NNS,0,matter,2.0,2.4594316186372973,4.918863237274595
steel,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,steel,2.0,2.4594316186372973,4.918863237274595
ten,5,5.350454788657036e-05,14.18997894863252,3,CD,CD,0,ten,2.0,2.4594316186372973,4.918863237274595
easily,5,5.350454788657036e-05,14.18997894863252,6,RB,RB,0,easili,3.0,1.874469117916141,5.623407353748423
ridin,5,5.350454788657036e-05,14.18997894863252,5,NN,NNP,0,ridin,1.0,3.4594316186372973,3.4594316186372973
bride,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,bride,1.0,3.4594316186372973,3.4594316186372973
hoops,5,5.350454788657036e-05,14.18997894863252,5,NN,NNS,0,hoop,1.0,3.4594316186372973,3.4594316186372973
hot,5,5.350454788657036e-05,14.18997894863252,3,JJ,JJ,0,hot,3.0,1.874469117916141,5.623407353748423
threw,5,5.350454788657036e-05,14.18997894863252,5,VB,VBD,0,threw,3.0,1.874469117916141,5.623407353748423
tolerate,5,5.350454788657036e-05,14.18997894863252,8,VB,VBP,0,toler,1.0,3.4594316186372973,3.4594316186372973
crumbling,5,5.350454788657036e-05,14.18997894863252,9,VB,VBG,0,crumbl,2.0,2.4594316186372973,4.918863237274595
standin,5,5.350454788657036e-05,14.18997894863252,7,JJ,JJ,0,standin,2.0,2.4594316186372973,4.918863237274595
share,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,share,3.0,1.874469117916141,5.623407353748423
burned,5,5.350454788657036e-05,14.18997894863252,6,VB,VBD,0,burn,2.0,2.4594316186372973,4.918863237274595
empty,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJ,0,empti,3.0,1.874469117916141,5.623407353748423
urge,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,urg,2.0,2.4594316186372973,4.918863237274595
drinkin,5,5.350454788657036e-05,14.18997894863252,7,JJ,JJ,0,drinkin,2.0,2.4594316186372973,4.918863237274595
hoped,5,5.350454788657036e-05,14.18997894863252,5,VB,VBN,0,hope,1.0,3.4594316186372973,3.4594316186372973
spend,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,spend,3.0,1.874469117916141,5.623407353748423
thuc0u1077,5,5.350454788657036e-05,14.18997894863252,10,NN,JJ,0,thuc0u1077,2.0,2.4594316186372973,4.918863237274595
crumble,5,5.350454788657036e-05,14.18997894863252,7,VB,VB,0,crumbl,2.0,2.4594316186372973,4.918863237274595
movie,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,movi,1.0,3.4594316186372973,3.4594316186372973
born,5,5.350454788657036e-05,14.18997894863252,4,VB,VBN,0,born,3.0,1.874469117916141,5.623407353748423
notice,5,5.350454788657036e-05,14.18997894863252,6,VB,VB,0,notic,3.0,1.874469117916141,5.623407353748423
shy,5,5.350454788657036e-05,14.18997894863252,3,JJ,JJ,0,shi,2.0,2.4594316186372973,4.918863237274595
trusts,5,5.350454788657036e-05,14.18997894863252,6,NN,NNS,0,trust,2.0,2.4594316186372973,4.918863237274595
mood,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,mood,3.0,1.874469117916141,5.623407353748423
rules,5,5.350454788657036e-05,14.18997894863252,5,NN,NNS,0,rule,3.0,1.874469117916141,5.623407353748423
brought,5,5.350454788657036e-05,14.18997894863252,7,VB,VBD,0,brought,2.0,2.4594316186372973,4.918863237274595
stray,5,5.350454788657036e-05,14.18997894863252,5,VB,VBP,0,stray,2.0,2.4594316186372973,4.918863237274595
buy,5,5.350454788657036e-05,14.18997894863252,3,VB,VB,0,buy,2.0,2.4594316186372973,4.918863237274595
fits,5,5.350454788657036e-05,14.18997894863252,4,NN,NNS,0,fit,2.0,2.4594316186372973,4.918863237274595
names,5,5.350454788657036e-05,14.18997894863252,5,NN,NNS,0,name,2.0,2.4594316186372973,4.918863237274595
vibe,5,5.350454788657036e-05,14.18997894863252,4,NN,NNS,0,vibe,3.0,1.874469117916141,5.623407353748423
difference,5,5.350454788657036e-05,14.18997894863252,10,NN,NN,0,differ,3.0,1.874469117916141,5.623407353748423
baggage,5,5.350454788657036e-05,14.18997894863252,7,NN,NN,0,baggag,1.0,3.4594316186372973,3.4594316186372973
slowly,5,5.350454788657036e-05,14.18997894863252,6,RB,RB,0,slowli,3.0,1.874469117916141,5.623407353748423
halftime,5,5.350454788657036e-05,14.18997894863252,8,NN,NNP,0,halftim,1.0,3.4594316186372973,3.4594316186372973
knife,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,knife,2.0,2.4594316186372973,4.918863237274595
hurting,5,5.350454788657036e-05,14.18997894863252,7,VB,VBG,0,hurt,2.0,2.4594316186372973,4.918863237274595
screaming,5,5.350454788657036e-05,14.18997894863252,9,VB,VBG,0,scream,1.0,3.4594316186372973,3.4594316186372973
rehab,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,rehab,1.0,3.4594316186372973,3.4594316186372973
strings,5,5.350454788657036e-05,14.18997894863252,7,NN,NNS,0,string,2.0,2.4594316186372973,4.918863237274595
candy,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,candi,4.0,1.4594316186372973,5.837726474549189
cookin,5,5.350454788657036e-05,14.18997894863252,6,NN,NNP,0,cookin,1.0,3.4594316186372973,3.4594316186372973
olympics,5,5.350454788657036e-05,14.18997894863252,8,NN,NNPS,0,olymp,1.0,3.4594316186372973,3.4594316186372973
squeaky,5,5.350454788657036e-05,14.18997894863252,7,JJ,JJ,0,squeaki,1.0,3.4594316186372973,3.4594316186372973
role,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,role,4.0,1.4594316186372973,5.837726474549189
unless,5,5.350454788657036e-05,14.18997894863252,6,IN,IN,0,unless,3.0,1.874469117916141,5.623407353748423
snow,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,snow,3.0,1.874469117916141,5.623407353748423
bleed,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,bleed,2.0,2.4594316186372973,4.918863237274595
imagination,5,5.350454788657036e-05,14.18997894863252,11,NN,NN,0,imagin,2.0,2.4594316186372973,4.918863237274595
melt,5,5.350454788657036e-05,14.18997894863252,4,VB,NN,0,melt,2.0,2.4594316186372973,4.918863237274595
yeahyeah,5,5.350454788657036e-05,14.18997894863252,8,JJ,JJ,0,yeahyeah,2.0,2.4594316186372973,4.918863237274595
doing,5,5.350454788657036e-05,14.18997894863252,5,VB,VBG,1,do,4.0,1.4594316186372973,5.837726474549189
final,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJ,0,final,4.0,1.4594316186372973,5.837726474549189
seal,5,5.350454788657036e-05,14.18997894863252,4,VB,VB,0,seal,4.0,1.4594316186372973,5.837726474549189
state,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,state,3.0,1.874469117916141,5.623407353748423
outta,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJ,0,outta,2.0,2.4594316186372973,4.918863237274595
destiny,5,5.350454788657036e-05,14.18997894863252,7,NN,NN,0,destini,2.0,2.4594316186372973,4.918863237274595
hang,5,5.350454788657036e-05,14.18997894863252,4,VB,VB,0,hang,2.0,2.4594316186372973,4.918863237274595
teach,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,teach,3.0,1.874469117916141,5.623407353748423
playing,5,5.350454788657036e-05,14.18997894863252,7,VB,VBG,0,play,4.0,1.4594316186372973,5.837726474549189
pussy,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,pussi,1.0,3.4594316186372973,3.4594316186372973
tv,5,5.350454788657036e-05,14.18997894863252,2,NN,NN,0,tv,4.0,1.4594316186372973,5.837726474549189
advice,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,advic,1.0,3.4594316186372973,3.4594316186372973
hometown,5,5.350454788657036e-05,14.18997894863252,8,NN,NN,0,hometown,2.0,2.4594316186372973,4.918863237274595
drive,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,drive,2.0,2.4594316186372973,4.918863237274595
cruising,5,5.350454788657036e-05,14.18997894863252,8,VB,VBG,0,cruis,1.0,3.4594316186372973,3.4594316186372973
thick,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJ,0,thick,4.0,1.4594316186372973,5.837726474549189
brave,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,brave,3.0,1.874469117916141,5.623407353748423
laughing,5,5.350454788657036e-05,14.18997894863252,8,VB,VBG,0,laugh,2.0,2.4594316186372973,4.918863237274595
lolove,5,5.350454788657036e-05,14.18997894863252,6,NN,NNP,0,lolov,1.0,3.4594316186372973,3.4594316186372973
leaves,5,5.350454788657036e-05,14.18997894863252,6,VB,VBZ,0,leav,3.0,1.874469117916141,5.623407353748423
gettin,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,gettin,2.0,2.4594316186372973,4.918863237274595
wiser,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,wiser,2.0,2.4594316186372973,4.918863237274595
stuff,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,stuff,3.0,1.874469117916141,5.623407353748423
masculine,5,5.350454788657036e-05,14.18997894863252,9,NN,NNP,0,masculin,1.0,3.4594316186372973,3.4594316186372973
growing,5,5.350454788657036e-05,14.18997894863252,7,VB,VBG,0,grow,3.0,1.874469117916141,5.623407353748423
distraction,5,5.350454788657036e-05,14.18997894863252,11,NN,NN,0,distract,1.0,3.4594316186372973,3.4594316186372973
bag,5,5.350454788657036e-05,14.18997894863252,3,NN,NN,0,bag,3.0,1.874469117916141,5.623407353748423
mom,5,5.350454788657036e-05,14.18997894863252,3,NN,NN,0,mom,2.0,2.4594316186372973,4.918863237274595
moon,5,5.350454788657036e-05,14.18997894863252,4,NN,NNP,0,moon,3.0,1.874469117916141,5.623407353748423
dollar,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,dollar,1.0,3.4594316186372973,3.4594316186372973
moves,5,5.350454788657036e-05,14.18997894863252,5,VB,VBZ,0,move,2.0,2.4594316186372973,4.918863237274595
cut,5,5.350454788657036e-05,14.18997894863252,3,VB,VB,0,cut,3.0,1.874469117916141,5.623407353748423
mastermind,5,5.350454788657036e-05,14.18997894863252,10,NN,NN,0,mastermind,1.0,3.4594316186372973,3.4594316186372973
breathe,5,5.350454788657036e-05,14.18997894863252,7,VB,VB,0,breath,2.0,2.4594316186372973,4.918863237274595
thumb,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,thumb,2.0,2.4594316186372973,4.918863237274595
gift,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,gift,3.0,1.874469117916141,5.623407353748423
troubles,5,5.350454788657036e-05,14.18997894863252,8,NN,NNS,0,troubl,1.0,3.4594316186372973,3.4594316186372973
james,5,5.350454788657036e-05,14.18997894863252,5,NN,NNP,0,jame,2.0,2.4594316186372973,4.918863237274595
special,5,5.350454788657036e-05,14.18997894863252,7,JJ,JJ,0,special,1.0,3.4594316186372973,3.4594316186372973
rewrite,5,5.350454788657036e-05,14.18997894863252,7,VB,VB,0,rewrit,1.0,3.4594316186372973,3.4594316186372973
finger,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,finger,2.0,2.4594316186372973,4.918863237274595
learning,5,5.350454788657036e-05,14.18997894863252,8,VB,VBG,0,learn,2.0,2.4594316186372973,4.918863237274595
week,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,week,4.0,1.4594316186372973,5.837726474549189
prove,5,5.350454788657036e-05,14.18997894863252,5,VB,VB,0,prove,2.0,2.4594316186372973,4.918863237274595
chain,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,chain,3.0,1.874469117916141,5.623407353748423
pace,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,pace,1.0,3.4594316186372973,3.4594316186372973
shirt,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,shirt,3.0,1.874469117916141,5.623407353748423
hanging,5,5.350454788657036e-05,14.18997894863252,7,VB,VBG,0,hang,4.0,1.4594316186372973,5.837726474549189
covered,5,5.350454788657036e-05,14.18997894863252,7,VB,VBN,0,cover,1.0,3.4594316186372973,3.4594316186372973
bein,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,bein,4.0,1.4594316186372973,5.837726474549189
satisfied,5,5.350454788657036e-05,14.18997894863252,9,JJ,JJ,0,satisfi,1.0,3.4594316186372973,3.4594316186372973
keys,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,key,2.0,2.4594316186372973,4.918863237274595
brand,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,brand,2.0,2.4594316186372973,4.918863237274595
earth,5,5.350454788657036e-05,14.18997894863252,5,NN,NNP,0,earth,3.0,1.874469117916141,5.623407353748423
won92t,5,5.350454788657036e-05,14.18997894863252,6,NN,NNP,0,won92t,4.0,1.4594316186372973,5.837726474549189
ex,5,5.350454788657036e-05,14.18997894863252,2,NN,NN,0,ex,1.0,3.4594316186372973,3.4594316186372973
plus,5,5.350454788657036e-05,14.18997894863252,4,CC,CC,0,plu,4.0,1.4594316186372973,5.837726474549189
match,5,5.350454788657036e-05,14.18997894863252,5,NN,NN,0,match,3.0,1.874469117916141,5.623407353748423
rise,5,5.350454788657036e-05,14.18997894863252,4,VB,VB,0,rise,4.0,1.4594316186372973,5.837726474549189
dignity,5,5.350454788657036e-05,14.18997894863252,7,NN,NN,0,digniti,4.0,1.4594316186372973,5.837726474549189
gray,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,gray,1.0,3.4594316186372973,3.4594316186372973
hug,5,5.350454788657036e-05,14.18997894863252,3,VB,VB,0,hug,1.0,3.4594316186372973,3.4594316186372973
storms,5,5.350454788657036e-05,14.18997894863252,6,NN,NNS,0,storm,3.0,1.874469117916141,5.623407353748423
instrumental,5,5.350454788657036e-05,14.18997894863252,12,NN,NNP,0,instrument,4.0,1.4594316186372973,5.837726474549189
return,5,5.350454788657036e-05,14.18997894863252,6,VB,NN,0,return,2.0,2.4594316186372973,4.918863237274595
amazing,5,5.350454788657036e-05,14.18997894863252,7,JJ,JJ,0,amaz,1.0,3.4594316186372973,3.4594316186372973
built,5,5.350454788657036e-05,14.18997894863252,5,VB,VBN,0,built,2.0,2.4594316186372973,4.918863237274595
skyfall,5,5.350454788657036e-05,14.18997894863252,7,NN,NNP,0,skyfal,1.0,3.4594316186372973,3.4594316186372973
string,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,string,1.0,3.4594316186372973,3.4594316186372973
shadows,5,5.350454788657036e-05,14.18997894863252,7,NN,NNS,0,shadow,4.0,1.4594316186372973,5.837726474549189
weight,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,weight,4.0,1.4594316186372973,5.837726474549189
chill,5,5.350454788657036e-05,14.18997894863252,5,VB,VBZ,0,chill,2.0,2.4594316186372973,4.918863237274595
ruining,5,5.350454788657036e-05,14.18997894863252,7,VB,VBG,0,ruin,1.0,3.4594316186372973,3.4594316186372973
scar,5,5.350454788657036e-05,14.18997894863252,4,NN,NN,0,scar,1.0,3.4594316186372973,3.4594316186372973
singin,5,5.350454788657036e-05,14.18997894863252,6,VB,NN,0,singin,3.0,1.874469117916141,5.623407353748423
alive,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJ,0,aliv,1.0,3.4594316186372973,3.4594316186372973
songs,5,5.350454788657036e-05,14.18997894863252,5,NN,NNS,0,song,3.0,1.874469117916141,5.623407353748423
marvelous,5,5.350454788657036e-05,14.18997894863252,9,JJ,JJ,0,marvel,1.0,3.4594316186372973,3.4594316186372973
funny,5,5.350454788657036e-05,14.18997894863252,5,VB,JJ,0,funni,3.0,1.874469117916141,5.623407353748423
rumors,5,5.350454788657036e-05,14.18997894863252,6,NN,NNS,0,rumor,1.0,3.4594316186372973,3.4594316186372973
affair,5,5.350454788657036e-05,14.18997894863252,6,NN,NN,0,affair,2.0,2.4594316186372973,4.918863237274595
weekend,5,5.350454788657036e-05,14.18997894863252,7,NN,NN,0,weekend,1.0,3.4594316186372973,3.4594316186372973
weekends,5,5.350454788657036e-05,14.18997894863252,8,NN,NNS,0,weekend,1.0,3.4594316186372973,3.4594316186372973
thoughts,5,5.350454788657036e-05,14.18997894863252,8,NN,NNS,0,thought,4.0,1.4594316186372973,5.837726474549189
older,5,5.350454788657036e-05,14.18997894863252,5,JJ,JJR,0,older,2.0,2.4594316186372973,4.918863237274595
wrote,5,5.350454788657036e-05,14.18997894863252,5,VB,VBD,0,wrote,2.0,2.4594316186372973,4.918863237274595
frank,4,4.2803638309256285e-05,14.511907043519884,5,NN,NNP,0,frank,1.0,3.4594316186372973,3.4594316186372973
shoulder,4,4.2803638309256285e-05,14.511907043519884,8,NN,NN,0,shoulder,1.0,3.4594316186372973,3.4594316186372973
spins,4,4.2803638309256285e-05,14.511907043519884,5,VB,VBZ,0,spin,1.0,3.4594316186372973,3.4594316186372973
justice,4,4.2803638309256285e-05,14.511907043519884,7,NN,NN,0,justic,3.0,1.874469117916141,5.623407353748423
deserve,4,4.2803638309256285e-05,14.511907043519884,7,VB,VB,0,deserv,2.0,2.4594316186372973,4.918863237274595
tempts,4,4.2803638309256285e-05,14.511907043519884,6,NN,NNS,0,tempt,1.0,3.4594316186372973,3.4594316186372973
second,4,4.2803638309256285e-05,14.511907043519884,6,JJ,JJ,0,second,3.0,1.874469117916141,5.623407353748423
danced,4,4.2803638309256285e-05,14.511907043519884,6,VB,VBN,0,danc,2.0,2.4594316186372973,4.918863237274595
shower,4,4.2803638309256285e-05,14.511907043519884,6,VB,VBP,0,shower,2.0,2.4594316186372973,4.918863237274595
birds,4,4.2803638309256285e-05,14.511907043519884,5,NN,NNS,0,bird,1.0,3.4594316186372973,3.4594316186372973
ran,4,4.2803638309256285e-05,14.511907043519884,3,VB,VBD,0,ran,3.0,1.874469117916141,5.623407353748423
crowd,4,4.2803638309256285e-05,14.511907043519884,5,NN,NN,0,crowd,2.0,2.4594316186372973,4.918863237274595
brother,4,4.2803638309256285e-05,14.511907043519884,7,NN,NN,0,brother,2.0,2.4594316186372973,4.918863237274595
fast,4,4.2803638309256285e-05,14.511907043519884,4,JJ,JJ,0,fast,2.0,2.4594316186372973,4.918863237274595
messed,4,4.2803638309256285e-05,14.511907043519884,6,VB,VBD,0,mess,2.0,2.4594316186372973,4.918863237274595
dominoes,4,4.2803638309256285e-05,14.511907043519884,8,NN,NNS,0,domino,1.0,3.4594316186372973,3.4594316186372973
lessons,4,4.2803638309256285e-05,14.511907043519884,7,NN,NNS,0,lesson,3.0,1.874469117916141,5.623407353748423
puts,4,4.2803638309256285e-05,14.511907043519884,4,VB,VB,0,put,3.0,1.874469117916141,5.623407353748423
furious,4,4.2803638309256285e-05,14.511907043519884,7,JJ,JJ,0,furiou,1.0,3.4594316186372973,3.4594316186372973
weeks,4,4.2803638309256285e-05,14.511907043519884,5,NN,NNS,0,week,4.0,1.4594316186372973,5.837726474549189
ocean,4,4.2803638309256285e-05,14.511907043519884,5,JJ,JJ,0,ocean,1.0,3.4594316186372973,3.4594316186372973
grip,4,4.2803638309256285e-05,14.511907043519884,4,NN,NN,0,grip,1.0,3.4594316186372973,3.4594316186372973
passion,4,4.2803638309256285e-05,14.511907043519884,7,NN,NN,0,passion,1.0,3.4594316186372973,3.4594316186372973
bore,4,4.2803638309256285e-05,14.511907043519884,4,NN,NN,0,bore,1.0,3.4594316186372973,3.4594316186372973
haters,4,4.2803638309256285e-05,14.511907043519884,6,NN,NNS,0,hater,1.0,3.4594316186372973,3.4594316186372973
cursed,4,4.2803638309256285e-05,14.511907043519884,6,VB,VBN,0,curs,1.0,3.4594316186372973,3.4594316186372973
needs,4,4.2803638309256285e-05,14.511907043519884,5,NN,NNS,0,need,2.0,2.4594316186372973,4.918863237274595
stopped,4,4.2803638309256285e-05,14.511907043519884,7,VB,VBD,0,stop,3.0,1.874469117916141,5.623407353748423
track,4,4.2803638309256285e-05,14.511907043519884,5,NN,NN,0,track,2.0,2.4594316186372973,4.918863237274595
